Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2023-01-03 09:00:00+09:00,123.63252258300781,129.39551044224086,122.74286511723291,128.7826411649236,112117500
2023-01-04 09:00:00+09:00,124.90770721435547,127.18127564102066,123.64241984503863,125.43161455867813,89113600
2023-01-05 09:00:00+09:00,123.58309173583984,126.30148488412831,123.32608545003059,125.66884126386319,80962700
2023-01-06 09:00:00+09:00,128.13023376464844,128.79253144434853,123.45460129199294,124.5617315121944,87754700
2023-01-09 09:00:00+09:00,128.6541290283203,131.87667022454877,128.39712274020837,128.9704583829939,70790800
2023-01-10 09:00:00+09:00,129.22747802734375,129.75138537718297,126.64747490986099,128.76287866678214,63896200
2023-01-11 09:00:00+09:00,131.95574951171875,131.97550878336855,128.96057576470602,129.7414893304502,69458900
2023-01-12 09:00:00+09:00,131.87669372558594,132.71691544226815,129.9293341536629,132.3412931209229,71379600
2023-01-13 09:00:00+09:00,133.21116638183594,133.36933108444634,130.14680445669435,130.51254713349172,57809700
2023-01-17 09:00:00+09:00,134.37759399414062,135.7120688975574,132.5883994032112,133.28035102906594,63646600
2023-01-18 09:00:00+09:00,133.656005859375,137.016922815115,133.47806679892827,135.2475023487297,69672800
2023-01-19 09:00:00+09:00,133.7152862548828,134.6840184578663,132.23252641864943,132.5389610381249,58280400
2023-01-20 09:00:00+09:00,136.28541564941406,136.43370070636414,132.67737218152695,133.72518688361293,80223600
2023-01-23 09:00:00+09:00,139.4882049560547,141.6728117743155,136.31509126831105,136.5325639862707,81760300
2023-01-24 09:00:00+09:00,140.891845703125,141.51460969317372,138.68748018952127,138.6973598255773,66435100
2023-01-25 09:00:00+09:00,140.22955322265625,140.79299416676852,137.21460493959157,139.27070057060922,65799300
2023-01-26 09:00:00+09:00,142.305419921875,142.59208020551668,140.26908361074402,141.52449124388164,54105100
2023-01-27 09:00:00+09:00,144.2527618408203,145.5378234459024,141.43552706245464,141.51460940098116,70555800
2023-01-30 09:00:00+09:00,141.3564453125,143.87714018615392,141.208175354279,143.29392490593287,64015300
2023-01-31 09:00:00+09:00,142.63160705566406,142.68103540109175,140.64471427014323,141.05988522159177,65874500
2023-02-01 09:00:00+09:00,143.75851440429688,144.92496009089808,139.69576656602072,142.31530314667881,77663600
2023-02-02 09:00:00+09:00,149.0865936279297,149.44244157391893,146.46704171932092,147.18864741549214,118339000
2023-02-03 09:00:00+09:00,152.72427368164062,155.571177590554,146.13093629775682,146.32863460622823,154357300
2023-02-06 09:00:00+09:00,149.9861297607422,151.34039430836512,149.0470513348308,150.81648692074876,69858300
2023-02-07 09:00:00+09:00,152.87254333496094,153.44587898676582,148.90863720361276,148.90863720361276,83322600
2023-02-08 09:00:00+09:00,150.17393493652344,152.80336635897712,149.43255491704016,152.11141469080906,64120100
2023-02-09 09:00:00+09:00,149.13600158691406,152.55624141902396,148.6911765868534,152.0125597152097,56007100
2023-02-10 09:00:00+09:00,149.50230407714844,149.8290111554016,147.73018216274517,147.9677914305051,57450700
2023-02-13 09:00:00+09:00,152.31396484375,152.71985991539307,149.41321016170093,149.44290943263957,62199000
2023-02-14 09:00:00+09:00,151.67044067382812,152.23475701699866,149.35380697400552,150.60122163396125,61707600
2023-02-15 09:00:00+09:00,153.77919006347656,153.94749097395436,151.35365383790918,151.58135329250317,65573800
2023-02-16 09:00:00+09:00,152.1753692626953,154.7692064041291,151.81896289081203,151.97735397330246,68167900
2023-02-17 09:00:00+09:00,151.02691650390625,151.4724206020355,149.3438926296166,150.8289163610091,59144100
2023-02-21 09:00:00+09:00,146.99755859375,149.7894107206676,146.92826533516197,148.70038717333577,58867200
2023-02-22 09:00:00+09:00,147.4232635498047,148.45287338487984,145.6907358158214,147.383654456277,51011300
2023-02-23 09:00:00+09:00,147.9083709716797,148.83898834448985,145.7699480861059,148.591484366889,48394200
2023-02-24 09:00:00+09:00,145.2452392578125,145.720442659753,144.26511807901926,145.64123957502227,55469600
2023-02-27 09:00:00+09:00,146.44314575195312,147.68066559008122,145.97783708430148,146.23525087875586,44998500
2023-02-28 09:00:00+09:00,145.93826293945312,147.59158785522064,145.36405184371336,145.58185657335414,50547000
2023-03-01 09:00:00+09:00,143.85922241210938,145.76005131760687,143.56221459109048,145.3640509605452,55479000
2023-03-02 09:00:00+09:00,144.45321655273438,145.24523225541392,142.46327502261613,142.93849350808966,52238100
2023-03-03 09:00:00+09:00,149.5220947265625,149.60129780845313,145.85903905116976,146.56194185497878,70732300
2023-03-06 09:00:00+09:00,152.2941436767578,154.7394840935164,151.92784263752011,152.2545345821982,87558000
2023-03-07 09:00:00+09:00,150.08642578125,152.49215731620518,149.62111707090608,152.16545023619062,56182000
2023-03-08 09:00:00+09:00,151.34371948242188,151.93773504020743,150.31410963622918,151.28432094793195,47204800
2023-03-09 09:00:00+09:00,149.0865020751953,152.99706215582498,148.73009571987657,152.02685072996366,53833600
2023-03-10 09:00:00+09:00,147.01734924316406,149.43299026055394,146.1362357677826,148.71028294188977,68572400
2023-03-13 09:00:00+09:00,148.96768188476562,151.61102231566625,146.2253338291279,146.33423617376167,84457100
2023-03-14 09:00:00+09:00,151.0665283203125,151.86843881288326,148.60139830336453,149.7696098588517,73695900
2023-03-15 09:00:00+09:00,151.46255493164062,151.71995365613,148.42319852737018,149.68052309089944,77167900
2023-03-16 09:00:00+09:00,154.29397583007812,154.89788610113325,150.1260024664939,150.64081493684654,76161100
2023-03-17 09:00:00+09:00,153.4524688720703,155.17510202547024,152.7396561952458,154.52168788730708,98944600
2023-03-20 09:00:00+09:00,155.82850646972656,156.24432646768744,152.6109545912959,153.5217825705538,73641400
2023-03-21 09:00:00+09:00,157.68972778320312,157.80852485445894,154.9770788401289,155.74930512262205,73938300
2023-03-22 09:00:00+09:00,156.2542266845703,160.5211932163919,156.23442213481738,157.70955140928402,75701800
2023-03-23 09:00:00+09:00,157.3432159423828,159.93706781022715,156.10569609721924,157.24422341863578,67622100
2023-03-24 09:00:00+09:00,158.6500701904297,158.73916800835937,156.27403774029648,157.27394850099208,59196500
2023-03-27 09:00:00+09:00,156.69972229003906,159.1648674270664,156.29381212775743,158.34315238139064,52390300
2023-03-28 09:00:00+09:00,156.0760040283203,156.9076288835252,154.42267925169685,156.3928163743877,45992200
2023-03-29 09:00:00+09:00,159.16485595703125,159.44205919265104,157.75903523168998,157.778824672489,51305700
2023-03-30 09:00:00+09:00,160.73899841308594,160.84790077737682,159.659884598305,159.9172833200629,49501700
2023-03-31 09:00:00+09:00,163.25363159179688,163.35263923391068,160.29349343380431,160.8182007028279,68749800
2023-04-03 09:00:00+09:00,164.5109405517578,164.62973762588464,162.5804125649775,162.62991638134497,56976200
2023-04-04 09:00:00+09:00,163.97634887695312,165.17425973324032,163.46153634610226,164.9366655701128,46278300
2023-04-05 09:00:00+09:00,162.12498474121094,163.40211360465116,160.18456219964705,163.0952111184354,51511700
2023-04-06 09:00:00+09:00,163.0160369873047,163.3130448064106,160.38259082111486,160.80829044689202,45390100
2023-04-10 09:00:00+09:00,160.41229248046875,160.41229248046875,158.48176428720794,159.80838211165943,47716900
2023-04-11 09:00:00+09:00,159.194580078125,160.73900266239136,158.90746697083827,160.72910794044708,47644200
2023-04-12 09:00:00+09:00,158.50155639648438,160.441979159197,158.18474404786926,159.61036940374873,50133100
2023-04-13 09:00:00+09:00,163.9070587158203,164.1446680117871,159.80839277568336,160.0163027979601,68445600
2023-04-14 09:00:00+09:00,163.56053161621094,164.6594498569072,162.18441013519882,162.9467114928456,49386500
2023-04-17 09:00:00+09:00,163.58033752441406,163.73874370809605,162.39232135968928,163.4417358903036,41516200
2023-04-18 09:00:00+09:00,164.80796813964844,165.73858561594125,163.99614775175192,164.44166704612937,49923000
2023-04-19 09:00:00+09:00,165.95639038085938,166.48109766330478,163.8872454167369,164.14465925023921,47720200
2023-04-20 09:00:00+09:00,164.9861602783203,166.19398100625685,163.90704646438456,164.43175373561738,52456400
2023-04-21 09:00:00+09:00,163.3724365234375,164.78815208279067,162.8477292777316,163.40213579346278,58337300
2023-04-24 09:00:00+09:00,163.6793670654297,163.9466756478522,162.25374143443926,163.35265993279046,41949600
2023-04-25 09:00:00+09:00,162.13491821289062,164.64955210777222,162.09530911482935,163.5407390651718,48714100
2023-04-26 09:00:00+09:00,162.12498474121094,163.62981301273985,161.1745780165714,161.43197669065242,45498800
2023-04-27 09:00:00+09:00,166.7285919189453,166.87708827078586,163.54073931024718,163.54073931024718,64902300
2023-04-28 09:00:00+09:00,167.9859161376953,168.1542321598927,166.2038993325892,166.80780972743617,55209200
2023-05-01 09:00:00+09:00,167.89678955078125,168.74820381228082,166.9562774855819,167.58988704485296,52472900
2023-05-02 09:00:00+09:00,166.85726928710938,168.64921071415353,165.8672534099648,168.39179691797213,48425700
2023-05-03 09:00:00+09:00,165.77816772460938,169.21352427793394,165.4910697460863,167.8077034423993,65136000
2023-05-04 09:00:00+09:00,164.1347198486328,165.37223965151196,162.6695006318279,163.243711633137,81235400
2023-05-05 09:00:00+09:00,171.83709716796875,172.5598046719848,169.0551393113796,169.27294405611536,113316400
2023-05-08 09:00:00+09:00,171.76776123046875,172.1142728432519,170.39163971305302,170.75794076749395,55962800
2023-05-09 09:00:00+09:00,170.05502319335938,171.80734033421783,169.88672231518646,171.32224224608487,45326900
2023-05-10 09:00:00+09:00,171.82717895507812,172.29248769554175,170.1837487273319,171.29257694818676,53724500
2023-05-11 09:00:00+09:00,172.01527404785156,172.84688383352895,170.4510470092042,172.11428168700377,49514700
