Price,Close,High,Low,Open,Volume
Ticker,7203.T,7203.T,7203.T,7203.T,7203.T
Date,,,,,
2022-01-04 09:00:00+09:00,2058.736083984375,2061.5001064735015,1985.0288176076688,1988.2535105116497,43072600
2022-01-05 09:00:00+09:00,2111.71337890625,2156.859083778155,2081.3091286863955,2146.72433370487,53536300
2022-01-06 09:00:00+09:00,2104.80322265625,2143.9602097268958,2097.893166114371,2104.80322265625,37579600
2022-01-07 09:00:00+09:00,2125.994140625,2141.1962655742145,2096.0505611795775,2125.5334701719935,30903500
2022-01-11 09:00:00+09:00,2139.353515625,2144.881560885013,2103.4212214349163,2128.297425104974,29710800
2022-01-12 09:00:00+09:00,2173.90380859375,2176.207160796117,2126.915423665468,2169.2971041890164,33915900
2022-01-13 09:00:00+09:00,2222.274169921875,2231.9482490197934,2157.7803092690842,2165.1510362008316,39518400
2022-01-14 09:00:00+09:00,2202.004638671875,2232.408886820901,2188.184525876863,2220.4314557318908,38594600
2022-01-17 09:00:00+09:00,2232.4091796875,2249.9146581910336,2191.409506350276,2212.1396782623556,23591300
2022-01-18 09:00:00+09:00,2232.86962890625,2280.3186843585595,2211.6787886071606,2250.835776116348,41189300
2022-01-19 09:00:00+09:00,2121.847900390625,2190.02712081134,2121.847900390625,2140.735387128796,48185300
2022-01-20 09:00:00+09:00,2158.2412109375,2174.364677828175,2106.185446404749,2117.2415379869262,32283600
2022-01-21 09:00:00+09:00,2104.80322265625,2114.016631378755,2055.050815554723,2107.5672452730014,36518000
2022-01-24 09:00:00+09:00,2099.275146484375,2107.567214212424,2044.4553653933854,2058.736148702803,27763700
2022-01-25 09:00:00+09:00,2060.578857421875,2081.769697449017,2049.062096537559,2066.106902646347,31059200
2022-01-26 09:00:00+09:00,2046.758544921875,2084.53351694159,2035.2417851597668,2075.3201091319033,26042500
2022-01-27 09:00:00+09:00,1992.860107421875,2073.0167552932126,1988.7140739112886,2061.0393251515184,37600100
2022-01-28 09:00:00+09:00,2061.039794921875,2076.241921259028,2019.1187798709384,2026.9501782870475,31409300
2022-01-31 09:00:00+09:00,2068.87109375,2078.545173680695,2019.1186826778558,2049.5229338886106,25588900
2022-02-01 09:00:00+09:00,2051.826416015625,2095.129443205896,2043.5343469791899,2083.152010153268,24070100
2022-02-02 09:00:00+09:00,2094.66845703125,2107.567229144044,2061.0395154514654,2068.410242373062,26879700
2022-02-03 09:00:00+09:00,2113.095458984375,2131.0616074257073,2061.039695551797,2062.882377443216,22026900
2022-02-04 09:00:00+09:00,2098.353515625,2118.6230117144623,2083.612063923573,2108.9489340354007,20162500
2022-02-07 09:00:00+09:00,2096.51123046875,2096.51123046875,2073.9383782839623,2082.230446433476,19062800
2022-02-08 09:00:00+09:00,2115.3984375,2132.903912374782,2084.9941916648518,2088.679554796385,20722700
2022-02-09 09:00:00+09:00,2135.20751953125,2188.645291325344,2120.926735689725,2155.9376896237864,42075100
2022-02-10 09:00:00+09:00,2076.701904296875,2137.510389515861,2047.2190023725184,2120.004916498274,42419700
2022-02-14 09:00:00+09:00,2010.3656005859375,2024.1857124139801,1990.0961032381415,2002.994874277648,39268700
2022-02-15 09:00:00+09:00,1984.107421875,2016.8150204245997,1976.2760250391805,2014.5116684140644,31404200
2022-02-16 09:00:00+09:00,2020.039794921875,2025.1071695499572,2001.612978092485,2013.1297386108536,22686900
2022-02-17 09:00:00+09:00,1990.5567626953125,2007.1408967978423,1978.5793325101522,2004.3768744474207,26975700
2022-02-18 09:00:00+09:00,2012.20849609375,2020.0398936289134,1971.6694970881983,1973.051508417933,20267400
2022-02-21 09:00:00+09:00,2002.0736083984375,2005.7589716904733,1965.2199754780797,1979.040087823214,15200700
2022-02-22 09:00:00+09:00,1956.46728515625,1982.2648288267821,1944.9505245890482,1979.0401358679658,21140000
2022-02-24 09:00:00+09:00,1926.5235595703125,1956.9278051302458,1916.8494814376065,1943.1076935120943,29577000
2022-02-25 09:00:00+09:00,1938.5013427734375,1947.2540817260742,1915.0071487426758,1920.995864868164,26344300
2022-02-28 09:00:00+09:00,1970.287353515625,1970.7480239279503,1922.8383010461114,1941.2651175391263,26767700
2022-03-01 09:00:00+09:00,1965.2200927734375,1984.568251211432,1952.3213204814413,1952.781990920441,23177000
2022-03-02 09:00:00+09:00,1878.1534423828125,1918.231771911217,1874.0074082936674,1916.389090093819,42180900
2022-03-03 09:00:00+09:00,1885.9847412109375,1929.748432079291,1885.063400350551,1911.7822853017565,26276600
2022-03-04 09:00:00+09:00,1818.726806640625,1868.018541268423,1810.4347391331448,1867.0972004342586,48833000
2022-03-07 09:00:00+09:00,1699.8739013671875,1740.4128995569743,1682.3684248761433,1727.5141274056784,67968000
2022-03-08 09:00:00+09:00,1668.5482177734375,1709.5478840853746,1663.0201728774462,1698.952464701391,44177700
2022-03-09 09:00:00+09:00,1700.3345947265625,1735.8062186208851,1686.5144815209821,1704.4806286882365,36677400
2022-03-10 09:00:00+09:00,1792.4686279296875,1792.929298355781,1755.1543234161165,1789.2439349470333,36656200
2022-03-11 09:00:00+09:00,1714.1546630859375,1745.940922627171,1698.9525389575215,1741.3342183458328,44804200
2022-03-14 09:00:00+09:00,1763.4464111328125,1777.266524072725,1733.5028330963357,1734.884844390327,26346200
2022-03-15 09:00:00+09:00,1801.2213134765625,1820.569470808024,1756.9969538617927,1762.064328400985,26940000
2022-03-16 09:00:00+09:00,1834.3896484375,1842.681716160221,1812.7381382726173,1813.1988087016573,32882200
2022-03-17 09:00:00+09:00,1875.85009765625,1902.5689841159904,1851.8952339337243,1884.1421658678937,35580400
2022-03-18 09:00:00+09:00,1861.1085205078125,1865.715224766495,1838.9963400661354,1843.14237389895,43985400
2022-03-22 09:00:00+09:00,1893.3555908203125,1901.1869886412237,1875.3894428782219,1875.8501133382756,30788700
2022-03-23 09:00:00+09:00,1968.9052734375,1970.7479550223736,1926.0629265891876,1930.2089601551531,33324100
2022-03-24 09:00:00+09:00,2026.9495849609375,2034.7809810846502,1972.1298120949484,1979.0398674982243,40085700
2022-03-25 09:00:00+09:00,2016.8153076171875,2042.1521833410216,2008.5232391984782,2036.1634672608427,25328700
2022-03-28 09:00:00+09:00,2028.7926025390625,2042.6127156353778,2010.8264555138528,2038.0060112699393,23368400
2022-03-29 09:00:00+09:00,2083.151611328125,2083.151611328125,2045.8373078080945,2046.7586486357495,43733900
2022-03-30 09:00:00+09:00,2069.62451171875,2096.678426904616,2042.1041497193346,2067.292277651003,36673400
2022-03-31 09:00:00+09:00,2073.356201171875,2110.2055014851658,2043.970050289124,2052.83254023789,38235600
