Price,Close,High,Low,Open,Volume
Ticker,9101.T,9101.T,9101.T,9101.T,9101.T
Date,,,,,
2022-01-04,2132.46240234375,2132.46240234375,2057.802832196784,2060.135885023167,25912800
2022-01-05,2146.4609375,2204.788621858318,2123.129727051029,2151.1270428841503,27087000
2022-01-06,2134.795654296875,2179.124687425406,2123.130047312701,2134.795654296875,17653500
2022-01-07,2176.79150390625,2179.124556810411,2132.4624734347653,2169.792174311696,16549500
2022-01-11,2167.458984375,2193.1230773444317,2139.4616677668496,2193.1230773444317,17805300
2022-01-12,2263.116943359375,2270.1162742882,2160.4602036580104,2181.4581964444856,24747600
2022-01-13,2260.78369140625,2291.1140658060094,2244.451977634393,2260.78369140625,18059100
2022-01-14,2279.44873046875,2284.114836963951,2235.119522589673,2256.1175144643635,17109300
2022-01-17,2263.116943359375,2305.112928932325,2253.784559081643,2298.1135980035,15009600
2022-01-18,2249.1181640625,2281.7817636521654,2225.787119145364,2263.1168251892004,17388000
2022-01-19,2039.13818359375,2225.7870497585145,2020.4734165947355,2207.1221118774115,35515200
2022-01-20,1994.80908203125,2062.4693300783842,1908.4840676057966,2015.807072368421,35043900
2022-01-21,1952.813232421875,1957.479509770678,1859.4888816204764,1906.1509715801285,31514400
2022-01-24,2020.473388671875,2029.805772042409,1906.1508806929232,1910.8171578192332,28354800
2022-01-25,1901.484619140625,2034.4718829986082,1882.8196830419718,2020.4732236451364,31562700
2022-01-26,1924.8157958984375,1957.4793936380147,1896.8184752308239,1936.4814031373046,20133000
2022-01-27,1868.8212890625,1980.8105797928372,1861.821958391854,1955.1463103731028,28411200
2022-01-28,1936.4814453125,1941.147551604004,1866.4881421190614,1910.8171771808766,22710300
2022-01-31,2076.468017578125,2092.7997310941964,1920.1495290934004,1952.813127007628,33400800
2022-02-01,2155.79345703125,2209.4550394375215,2123.1298628428153,2146.461074784011,36427800
2022-02-02,2155.79345703125,2174.4583924077933,2116.1305334368694,2165.125839278489,20825100
2022-02-03,2153.46044921875,2211.7881385272385,2053.136611714384,2139.4617901141473,74238000
2022-02-04,2286.4482421875,2295.7806267991514,2141.7953408553058,2144.1283942876917,65168400
2022-02-07,2165.1259765625,2302.7795205683087,2155.7935937235234,2293.447137729332,48012600
2022-02-08,2244.451904296875,2244.451904296875,2148.7943361711255,2188.4572636148914,30295500
2022-02-09,2258.45068359375,2274.782397693416,2223.4540313215434,2263.116789975317,23199900
2022-02-10,2277.11572265625,2295.7806630564373,2253.7846753176,2279.4489470075932,20843100
2022-02-14,2277.11572265625,2284.1150539460564,2195.4569715299185,2216.454965399337,23980200
2022-02-15,2253.784423828125,2295.780406880823,2239.785762810559,2265.4500316367944,21982800
2022-02-16,2316.7783203125,2328.443927727941,2274.7823386754153,2288.78099922111,26879100
2022-02-17,2333.110107421875,2391.437975452834,2316.7783932318944,2328.4440010145045,37846800
2022-02-18,2398.43701171875,2412.4356709877657,2302.7794497531177,2309.7787793876255,33719100
2022-02-21,2377.439208984375,2391.4378693495782,2326.110673723907,2365.7736017193442,33844800
2022-02-22,2281.781494140625,2375.1058336683027,2265.4497817158517,2328.4437493455007,39858000
2022-02-24,2286.4482421875,2326.1110049485997,2253.784639723557,2256.1176931559426,35161800
2022-02-25,2379.772216796875,2389.104599902051,2333.109959506831,2340.1092895562333,32240100
2022-02-28,2489.42822265625,2491.7612755040855,2365.7733458437665,2410.102375245042,39838800
2022-03-01,2545.423095703125,2594.4184062563704,2529.0912115973215,2557.0885319134622,34497300
2022-03-02,2589.752197265625,2620.0825714440766,2540.7568854254646,2557.088599078156,31101000
2022-03-03,2736.738037109375,2746.070420172925,2617.7494268002715,2631.748086836637,42560100
2022-03-04,2776.401123046875,2837.061872754255,2645.746898270358,2776.401123046875,64595400
2022-03-07,2802.065185546875,2881.390872337434,2718.0732215749576,2846.394391564557,46951500
2022-03-08,2617.749267578125,2774.067571515594,2608.4168850822084,2753.069582738229,45282300
2022-03-09,2571.0869140625,2666.7444717599856,2463.7639214160495,2547.7558732825055,42315600
2022-03-10,2741.404296875,2746.0704029364465,2613.08313342571,2655.0791132712056,32545800
2022-03-11,2755.403076171875,2799.7321109681757,2692.409103675091,2741.4044156170344,31194900
2022-03-14,2799.73193359375,2827.7292529296874,2767.0683374077976,2799.73193359375,28940400
2022-03-15,2755.403076171875,2818.397048668659,2711.073870493488,2781.0671732676924,29929800
2022-03-16,2802.065185546875,2820.7301233902194,2743.737489749295,2776.401088254626,28403400
2022-03-17,2830.062255859375,2839.394809394343,2785.7332246555306,2834.7285326268593,30699900
2022-03-18,2893.056640625,2914.0546315446227,2806.731452922936,2811.3977300879924,39163800
2022-03-22,2839.39501953125,2909.3881509311004,2809.06447462102,2909.3881509311004,32589300
2022-03-23,2755.403076171875,2858.059806319317,2729.738808193971,2823.0631549322147,32604900
2022-03-24,2554.75537109375,2734.4048925057828,2519.7587221746576,2692.408913802872,50853900
2022-03-25,2582.7529296875,2606.083974169328,2426.4346069832804,2512.7596253599254,52792500
2022-03-28,2533.75732421875,2582.7526315931455,2449.765368719786,2533.75732421875,38900700
2022-03-29,2592.085205078125,2620.0825256402004,2529.0912338134553,2545.4231180627216,43774200
2022-03-30,2670.951904296875,2684.0962239651867,2497.445190273657,2539.50735979438,68060100
2022-03-31,2828.685302734375,2849.716291385884,2649.9207439227876,2655.178587358478,44839500
2022-04-01,2634.147705078125,2797.1389446241237,2605.229851718738,2797.1389446241237,46370700
2022-04-04,2707.75634765625,2713.0141912785903,2560.5386516870594,2563.1674772254123,29072100
2022-04-05,2628.889892578125,2697.241095635769,2615.7455711580924,2652.549902188965,24581700
2022-04-06,2492.1875,2605.229695839218,2481.6720051101493,2592.0853753633137,34157700
2022-04-07,2429.09423828125,2479.0430815964937,2381.7742206523944,2402.805403780434,33515100
2022-04-08,2408.06298828125,2484.300856525827,2405.4341626678643,2452.754178982642,23040000
2022-04-11,2426.46533203125,2468.5275043451343,2384.4029671717276,2415.94964454355,17719500
2022-04-12,2287.13427734375,2402.805500379801,2279.2476074218753,2397.5476562500003,27741000
2022-04-13,2397.54736328125,2402.8052067685676,2310.7940047414677,2310.7940047414677,24790200
2022-04-14,2460.640869140625,2471.1563642285764,2368.629661347717,2392.2896697048386,21453600
2022-04-15,2465.8984375,2494.81609389798,2418.5784260717205,2423.836076755561,15291600
2022-04-18,2518.476318359375,2523.734162045515,2434.3519746549487,2468.5274772507696,18020400
2022-04-19,2605.2294921875,2628.889498249381,2494.8161305653875,2531.620648621299,24529200
2022-04-20,2599.97216796875,2639.4055163578328,2576.3121589353,2628.8898284236466,21340800
2022-04-21,2631.518798828125,2639.4054683625295,2584.1987816216993,2602.6009463534283,19935900
2022-04-22,2563.167236328125,2628.8894089751793,2539.5072310697115,2602.6005784254808,19099800
2022-04-25,2481.671875,2534.2495392383275,2471.1561881158327,2484.3007004482283,16195800
2022-04-26,2447.496337890625,2526.363031834959,2421.2075040910604,2507.960867429828,16500600
2022-04-27,2581.569580078125,2589.4562490524427,2397.547368192588,2418.5785496393114,30124200
2022-04-28,2486.9296875,2599.9720773038453,2410.6920116367255,2576.312069095455,36038100
